dataset,instruction,input,output,alternative_a,alternative_b,alternative_c,alternative_d
MMLU/professional_medicine,Um homem de 20 anos tem tido infecções frequentes do trato respiratório superior nos últimos 4 anos. Ele tem expectoração purulenta diária e tem notado diminuição da tolerância ao exercício nos últimos 2 anos. Ele e sua esposa não conseguem conceber devido à sua baixa contagem de espermatozoides. Sibilos expiratórios dispersos e roncos são ouvidos em todo o campo pulmonar. Um raio-x do tórax mostra hiperinsuflação. A espirometria mostra uma relação FEV1:FVC diminuída. Qual dos seguintes é mais provável de confirmar o diagnóstico?,,C,Análise de gases sanguíneos arteriais,Exame de escarro para eosinófilos,Teste de cloreto de suor,Citologia de escarro
MMLU/professional_medicine,"Uma mulher de 37 anos com edema no membro inferior direito é avaliada devido ao início súbito de falta de ar e dor torácica pleurítica. É feito um diagnóstico de embolia pulmonar. Qual dos seguintes sinais, se presente no exame físico, seria o indicador mais específico de hipertensão arterial pulmonar nessa paciente?",,B,Pressão venosa jugular aumentada,P2 mais alto que A2,Edema periférico,Presença de um S3
MMLU/professional_medicine,"Uma mulher de 32 anos, gravida 3, para 2, com 41 semanas de gestação é admitida no hospital em trabalho de parto ativo. A gravidez foi complicada por asma leve tratada com broncodilatadores inalados. No início do segundo estágio do trabalho de parto, o colo do útero está 100% apagado e dilatado em 10 cm; o vértice está em estação -1. A frequência cardíaca fetal é reativa, sem desacelerações. Após 10 minutos de empurrar, há uma desaceleração prolongada para 60/min. A paciente apresenta início agudo de falta de ar, desenvolve rapidamente cianose e fica inconsciente. Seu pulso e pressão arterial não podem ser detectados. A ressuscitação imediata é iniciada. Cinco minutos depois, há sangramento pelo nariz, boca e locais de punção intravenosa. Qual dos seguintes é o diagnóstico mais provável?",,A,Embolia de líquido amniótico,Hemorragia intracerebral,Infarto do miocárdio,Status asmático
MMLU/professional_medicine,"Um homem de 52 anos é admitido no hospital devido a dispneia grave e tosse produtiva de escarro amarelado e marrom nos últimos 3 semanas. Ele tem uma história de 15 anos de carreira de jateamento de areia em prédios antigos. Ele fuma dois maços de cigarros por dia nos últimos 30 anos. O paciente tem 168 cm de altura e pesa 59 kg; o IMC é de 21 kg/m2. Os sinais vitais são temperatura de 36,8°C, pulso de 94/min e pressão arterial de 150/92 mm Hg. A oximetria de pulso com ar ambiente mostra uma saturação de oxigênio de 70%. No exame físico, ele está em sofrimento moderadamente grave, com lábios franzidos e leitos ungueais cianóticos. O tórax tem um diâmetro ântero-posterior aumentado. A ausculta do tórax revela sibilos e roncos dispersos em todos os campos pulmonares. O exame cardíaco revela sons cardíacos abafados e um S4. Os dedos estão em forma de baqueta. A radiografia de tórax mostra pulmões hiperinsuflados, diafragma achatado, opacidades grandes e irregulares nos lobos superiores e calcificações de casca de ovo nos linfonodos hilares. Além da terapia com antibióticos, qual das seguintes intervenções é a mais apropriada?",,C,Terapia com azatioprina,Broncoscopia,Oxigênio umidificado contínuo,Pressão positiva contínua nas vias aéreas (CPAP) noturna
MMLU/professional_medicine,"Uma mulher de 32 anos, gravida 2, para 1, com 8 semanas de gestação, vai ao médico para sua primeira visita pré-natal. Ela deu à luz seu primeiro filho espontaneamente com 34 semanas de gestação; a gravidez foi complicada por anemia por deficiência de ferro. Ela não tem histórico de outras doenças graves. Sua pressão arterial é de 100/70 mm Hg. O exame não mostra anormalidades. A ultrassonografia mostra uma gravidez intrauterina de gêmeos dicoriônicos-diamnióticos, consistente em tamanho com uma gestação de 8 semanas. Essa paciente está em maior risco para qual das seguintes complicações?",,D,Descolamento prematuro da placenta,Anormalidade cromossômica fetal,Hipertireoidismo,Trabalho de parto prematuro e parto
MMLU/professional_medicine,Uma mulher de 46 anos com espondilite anquilosante ativa vai ao consultório para uma consulta de acompanhamento. O uso de vários medicamentos anti-inflamatórios não esteroides convencionais tem sido ineficaz. O tratamento com sulfassalazina também não resultou em melhora. O próximo passo mais apropriado no tratamento é a administração de um medicamento que inibe qual dos seguintes?,,D,Antígeno citotóxico de linfócitos T 4,Fator de crescimento epidérmico,Interleucina-1 (IL-1),Fator de necrose tumoral α
MMLU/professional_medicine,"Uma mulher de 50 anos se apresenta ao consultório com queixas de dores crônicas, rigidez e fadiga. O exame físico revela múltiplos pontos dolorosos bilaterais nos grupos musculares trapézio, glúteo e suboccipital. Os resultados dos exames radiográficos e laboratoriais são normais. O diagnóstico mais provável é",,B,espondilite anquilosante,fibromialgia,síndrome da dor miofascial,osteoartrite
MMLU/professional_medicine,"Um homem de 18 anos é levado ao departamento de emergência 10 minutos após ter sofrido uma ferida de faca no peito. Ao chegar, ele não responde a estímulos dolorosos. Sua pulsação é de 130/min, as respirações são de 8/min e superficiais, e a pressão arterial sistólica palpável é de 60 mm Hg. Ele é entubado e ventilado mecanicamente, e a infusão de solução salina a 0,9% é iniciada. Após 5 minutos, sua pulsação é de 130/min e a pressão arterial é de 70/40 mm Hg. O exame mostra uma ferida de 2 cm no sexto espaço intercostal esquerdo na linha médio-clavicular. Há distensão das veias jugulares. Os sons respiratórios estão normais. A traqueia está no meio. Os sons cardíacos não são audíveis. Qual dos seguintes é o próximo passo mais apropriado no tratamento?",,D,Raio-X de tórax,Ecocardiografia,Broncoscopia,Pericardiocentese
MMLU/professional_medicine,"Um homem de 55 anos se apresenta ao departamento de emergência com uma história de 2 dias de dor epigástrica intensa e vômitos. O histórico médico anterior é negativo para episódios semelhantes. Ele não toma nenhum medicamento. Ele fuma cigarros, tem um histórico de 40 anos de maços e consome mais de 8 latas de cerveja por dia. O exame abdominal revela sensibilidade epigástrica. Os exames laboratoriais revelam um nível sérico de amilase de 467 U/L (faixa de referência: 28-100 U/L) e um nível de γ-glutamiltransferase de 212 U/L (faixa de referência: <55 U/L). A dor referida neste paciente é transmitida à medula espinhal por qual dos seguintes nervos?",,B,ramos anteriores de T1-T5,ramos anteriores de T6-T10,ramos anteriores de T11-T12,ramos posteriores de T1-T5
MMLU/professional_medicine,Uma mulher de 31 anos com diabetes mellitus tipo 2 procura o médico devido a uma ferida com odor desagradável e secreção em seu pé há 2 dias. O exame físico mostra uma ferida necrosante de 4 cm com uma descoloração preto-arroxeada sobre o calcanhar. Bolhas crepitantes que produzem grande quantidade de drenagem serosa são observadas. A coloração de Gram de uma amostra de biópsia do tecido mostra bastonetes gram-positivos. O organismo causal provavelmente produz qual dos seguintes fatores de virulência?,,D,Fímbrias,Pneumolisina,Cápsula de polissacarídeo,α-Toxina
MMLU/professional_medicine,"Uma mulher de 23 anos com falência da medula óssea é tratada com uma grande dose de globulina antitimocítica de coelho. Dez dias depois, ela desenvolve febre, linfadenopatia, artralgias e eritema nas mãos e nos pés. Qual das seguintes é a causa mais provável desses sintomas?",,C,Secreção de citocinas pelas células natural killer,Degranulação de eosinófilos,Deposição de complexos imunes nos tecidos,Ativação policlonal de linfócitos T
MMLU/professional_medicine,"Um homem de 68 anos está no hospital porque precisa de ventilação mecânica para uma exacerbação da doença pulmonar obstrutiva crônica. No segundo dia após a internação, ele desenvolveu um pneumotórax no lado direito que exigiu toracostomia com tubo. Um vazamento de ar é observado nas próximas 24 horas, que agora parou. No entanto, o paciente ficou agitado e combativo. Os sons respiratórios estão diminuídos no lado direito do tórax e o paciente agora apresenta taquicardia. A pressão arterial é de 130/80 mm Hg. Após solicitar uma radiografia de tórax portátil em caráter de urgência, qual das seguintes é a medida mais apropriada?",,D,Administrar medicamentos β-bloqueadores,Administrar alprazolam,Remover o paciente do ventilador e ventilar com uma máscara de válvula-bolsa,Reposicionar o tubo torácico
MMLU/professional_medicine,"Uma mulher de 45 anos com esclerose sistêmica (esclerodermia) procura o médico devido a um histórico de 3 semanas de falta de ar progressiva e tosse não produtiva. Sua temperatura é de 36,9°C (98,4°F), pulso é de 82/min, respirações são de 20/min e pressão arterial é de 136/85 mm Hg. Estertores são ouvidos em ambos os campos pulmonares inferiores. Os testes de função pulmonar mostram que a capacidade pulmonar total é de 80% do previsto e a capacidade de difusão para monóxido de carbono, corrigida para volume alveolar, é de 65% do previsto. O exame histológico de uma amostra de biópsia pulmonar é mais provável de mostrar qual dos seguintes achados?",,A,Fibrose intersticial difusa,Exsudatos intra-alveolares,Múltiplos tromboembolismos,Vasculite necrosante
MMLU/professional_medicine,"Uma epidemia envolvendo 10 indivíduos de todas as idades ocorre em um acampamento de trabalhadores migrantes. Nenhum dos pacientes recebeu qualquer forma de imunização. A maioria dos casos apresenta febre, calafrios, taquipneia, dor de garganta, gânglios inchados e mal-estar grave. Um paciente morre de complicações respiratórias e outro morre de envolvimento miocárdico. Um bastonete gram-positivo é isolado dos tratos respiratórios de 7 dos pacientes. A causa mais provável do surto é",,B,Bordetella pertussis,Corynebacterium diphtheriae,Vírus Epstein-Barr,Haemophilus influenzae
MMLU/professional_medicine,"Um homem de 29 anos se apresenta ao consultório com queixas de coração acelerado, sono ruim e uma sensação generalizada de inquietação. Ele se mudou há 2 meses para assumir uma promoção e se viu incapaz de se concentrar em suas novas tarefas. Ele se preocupa com sua capacidade de se adaptar ao aumento de responsabilidade no trabalho e afirma que ligou doente 3 dias nas últimas 2 semanas. O diagnóstico mais provável é",,A,transtorno de ajustamento com humor ansioso,transtorno de ansiedade generalizada,"transtorno depressivo maior, episódio único, moderado",transtorno de personalidade obsessivo-compulsivo
MMLU/professional_medicine,Um novo exame de sangue para detectar câncer de próstata é avaliado em 300 voluntários do sexo masculino. Uma biópsia com agulha da glândula prostática é feita em todos os homens com concentrações séricas de antígeno prostático específico maiores que 5 ng/mL (N<4). Cem homens passam por procedimentos de biópsia; 90 são diagnosticados com câncer de próstata e cinco são diagnosticados com prostatite crônica. Qual das seguintes opções é necessária para calcular a sensibilidade deste teste?,,D,Incidência de prostatite crônica na população em geral,Número de homens com resultados do teste maiores que 5 ng/mL e um espécime de biópsia normal,Prevalência de prostatite crônica na população em geral,Biópsias de próstata de homens com resultados do teste iguais ou inferiores a 5 ng/mL
